Vencimento;6/18/2008;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
1/2/2003;;;;;
1/3/2003;;;;;
1/6/2003;;;;;
1/7/2003;;;;;
1/8/2003;;;;;
1/9/2003;;;;;
1/10/2003;;;;;
1/13/2003;;;;;
1/14/2003;;;;;
1/15/2003;;;;;
1/16/2003;;;;;
1/17/2003;;;;;
1/20/2003;;;;;
1/21/2003;;;;;
1/22/2003;;;;;
1/23/2003;;;;;
1/24/2003;;;;;
1/27/2003;;;;;
1/28/2003;;;;;
1/29/2003;;;;;
1/30/2003;;;;;
1/31/2003;;;;;
2/3/2003;;;;;
2/4/2003;;;;;
2/5/2003;;;;;
2/6/2003;;;;;
2/7/2003;;;;;
2/10/2003;;;;;
2/11/2003;;;;;
2/12/2003;;;;;
2/13/2003;;;;;
2/14/2003;;;;;
2/17/2003;;;;;
2/18/2003;;;;;
2/19/2003;;;;;
2/20/2003;;;;;
2/21/2003;;;;;
2/24/2003;;;;;
2/25/2003;;;;;
2/26/2003;;;;;
2/27/2003;;;;;
2/28/2003;;;;;
3/5/2003;;;;;
3/6/2003;;;;;
3/7/2003;;;;;
3/10/2003;;;;;
3/11/2003;;;;;
3/12/2003;;;;;
3/13/2003;;;;;
3/14/2003;;;;;
3/17/2003;;;;;
3/18/2003;;;;;
3/19/2003;;;;;
3/20/2003;;;;;
3/21/2003;;;;;
3/24/2003;;;;;
3/25/2003;;;;;
3/26/2003;;;;;
3/27/2003;;;;;
3/28/2003;;;;;
3/31/2003;;;;;
4/1/2003;;;;;
4/2/2003;;;;;
4/3/2003;;;;;
4/4/2003;;;;;
4/7/2003;;;;;
4/8/2003;;;;;
4/9/2003;;;;;
4/10/2003;;;;;
4/11/2003;;;;;
4/14/2003;;;;;
4/15/2003;;;;;
4/16/2003;;;;;
4/17/2003;;;;;
4/22/2003;;;;;
4/23/2003;;;;;
4/24/2003;;;;;
4/25/2003;;;;;
4/28/2003;;;;;
4/29/2003;;;;;
4/30/2003;;;;;
5/2/2003;;;;;
5/5/2003;;;;;
5/6/2003;;;;;
5/7/2003;;;;;
5/8/2003;;;;;
5/9/2003;;;;;
5/12/2003;;;;;
5/13/2003;;;;;
5/14/2003;;;;;
5/15/2003;;;;;
5/16/2003;;;;;
5/19/2003;;;;;
5/20/2003;;;;;
5/21/2003;;;;;
5/22/2003;;;;;
5/23/2003;;;;;
5/26/2003;;;;;
5/27/2003;;;;;
5/28/2003;;;;;
5/29/2003;;;;;
5/30/2003;;;;;
6/2/2003;;;;;
6/3/2003;;;;;
6/4/2003;;;;;
6/5/2003;;;;;
6/6/2003;;;;;
6/9/2003;;;;;
6/10/2003;;;;;
6/11/2003;;;;;
6/12/2003;;;;;
6/13/2003;;;;;
6/16/2003;;;;;
6/17/2003;;;;;
6/18/2003;;;;;
6/20/2003;;;;;
6/23/2003;;;;;
6/24/2003;;;;;
6/25/2003;;;;;
6/26/2003;;;;;
6/27/2003;;;;;
6/30/2003;;;;;
7/1/2003;;;;;
7/2/2003;;;;;
7/3/2003;;;;;
7/4/2003;;;;;
7/7/2003;;;;;
7/8/2003;;;;;
7/9/2003;;;;;
7/10/2003;;;;;
7/11/2003;;;;;
7/14/2003;;;;;
7/15/2003;;;;;
7/16/2003;;;;;
7/17/2003;;;;;
7/18/2003;;;;;
7/21/2003;;;;;
7/22/2003;;;;;
7/23/2003;;;;;
7/24/2003;;;;;
7/25/2003;;;;;
7/28/2003;;;;;
7/29/2003;;;;;
7/30/2003;;;;;
7/31/2003;;;;;
8/1/2003;;;;;
8/4/2003;;;;;
8/5/2003;;;;;
8/6/2003;;;;;
8/7/2003;;;;;
8/8/2003;;;;;
8/11/2003;;;;;
8/12/2003;;;;;
8/13/2003;;;;;
8/14/2003;;;;;
8/15/2003;;;;;
8/18/2003;;;;;
8/19/2003;;;;;
8/20/2003;;;;;
8/21/2003;;;;;
8/22/2003;;;;;
8/25/2003;;;;;
8/26/2003;;;;;
8/27/2003;;;;;
8/28/2003;;;;;
8/29/2003;;;;;
9/1/2003;;;;;
9/2/2003;;;;;
9/3/2003;;;;;
9/4/2003;;;;;
9/5/2003;;;;;
9/8/2003;;;;;
9/9/2003;;;;;
9/10/2003;;;;;
9/11/2003;;;;;
9/12/2003;;;;;
9/15/2003;;;;;
9/16/2003;;;;;
9/17/2003;;;;;
9/18/2003;;;;;
9/19/2003;;;;;
9/22/2003;;;;;
9/23/2003;;;;;
9/24/2003;;;;;
9/25/2003;;;;;
9/26/2003;;;;;
9/29/2003;;;;;
9/30/2003;;;;;
10/1/2003;;;;;
10/2/2003;;;;;
10/3/2003;;;;;
10/6/2003;;;;;
10/7/2003;;;;;
10/8/2003;;;;;
10/9/2003;;;;;
10/10/2003;;;;;
10/13/2003;;;;;
10/14/2003;;;;;
10/15/2003;;;;;
10/16/2003;;;;;
10/17/2003;;;;;
10/20/2003;;;;;
10/21/2003;;;;;
10/22/2003;;;;;
10/23/2003;;;;;
10/24/2003;;;;;
10/27/2003;;;;;
10/28/2003;;;;;
10/29/2003;;;;;
10/30/2003;;;;;
10/31/2003;;;;;
11/3/2003;;;;;
11/4/2003;;;;;
11/5/2003;;;;;
11/6/2003;;;;;
11/7/2003;;;;;
11/10/2003;;;;;
11/11/2003;;;;;
11/12/2003;;;;;
11/13/2003;0.61%;0.69%;1,772.37;1,765.96;1,764.69
11/14/2003;0.60%;0.68%;1,774.43;1,768.02;1,766.75
11/17/2003;0.59%;0.67%;1,776.49;1,770.08;1,768.81
11/18/2003;0.56%;0.64%;1,780.17;1,773.74;1,772.47
11/19/2003;0.56%;0.64%;1,781.42;1,775.00;1,773.73
11/20/2003;0.53%;0.61%;1,785.01;1,778.57;1,777.39
11/21/2003;0.48%;0.56%;1,790.21;1,783.76;1,782.58
11/24/2003;0.42%;0.50%;1,796.24;1,789.77;1,788.59
11/25/2003;0.40%;0.48%;1,799.03;1,792.56;1,791.38
11/26/2003;0.28%;0.36%;1,809.97;1,803.45;1,802.27
11/27/2003;0.27%;0.35%;1,811.95;1,805.43;1,804.25
