Vencimento;18/03/2009;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2009;-0,01%;0,00%;3.730,61;3.730,54;3.728,64
05/01/2009;-0,01%;0,00%;3.732,51;3.732,44;3.730,53
06/01/2009;-0,01%;0,00%;3.734,41;3.734,34;3.732,43
07/01/2009;-0,01%;0,00%;3.736,30;3.736,23;3.734,32
08/01/2009;-0,01%;0,00%;3.738,20;3.738,13;3.736,22
09/01/2009;-0,01%;0,00%;3.740,10;3.740,03;3.738,12
12/01/2009;-0,01%;0,00%;3.742,00;3.741,93;3.740,02
13/01/2009;-0,01%;0,00%;3.743,90;3.743,84;3.741,92
14/01/2009;-0,01%;0,00%;3.745,80;3.745,74;3.743,82
15/01/2009;-0,01%;0,00%;3.747,70;3.747,64;3.745,73
16/01/2009;-0,01%;0,00%;3.749,60;3.749,55;3.747,63
19/01/2009;-0,01%;0,00%;3.751,51;3.751,45;3.749,53
20/01/2009;-0,01%;0,00%;3.753,42;3.753,36;3.751,44
21/01/2009;-0,01%;0,00%;3.755,32;3.755,27;3.753,35
22/01/2009;-0,01%;0,00%;3.757,22;3.757,17;3.755,25
23/01/2009;-0,01%;0,00%;3.759,00;3.758,95;3.757,03
26/01/2009;-0,01%;0,00%;3.760,78;3.760,73;3.758,81
27/01/2009;-0,01%;0,00%;3.762,55;3.762,51;3.760,58
28/01/2009;-0,01%;0,00%;3.764,33;3.764,29;3.762,36
29/01/2009;-0,01%;0,00%;3.765,98;3.765,93;3.764,14
30/01/2009;-0,01%;0,00%;3.767,76;3.767,72;3.765,92
02/02/2009;-0,01%;0,00%;3.769,54;3.769,50;3.767,70
03/02/2009;-0,01%;0,00%;3.771,32;3.771,28;3.769,49
04/02/2009;-0,01%;0,00%;3.773,10;3.773,07;3.771,27
05/02/2009;-0,01%;0,00%;3.774,89;3.774,85;3.773,05
06/02/2009;-0,01%;0,00%;3.776,67;3.776,64;3.774,84
09/02/2009;-0,01%;0,00%;3.778,46;3.778,42;3.776,63
10/02/2009;-0,01%;0,00%;3.780,25;3.780,21;3.778,41
11/02/2009;-0,01%;0,00%;3.782,03;3.782,00;3.780,20
12/02/2009;-0,01%;0,00%;3.783,82;3.783,79;3.781,99
13/02/2009;-0,01%;0,00%;3.785,61;3.785,58;3.783,78
16/02/2009;-0,01%;0,00%;3.787,40;3.787,37;3.785,57
17/02/2009;-0,01%;0,00%;3.789,19;3.789,16;3.787,36
18/02/2009;-0,01%;0,00%;3.790,98;3.790,96;3.789,15
19/02/2009;-0,01%;0,00%;3.792,77;3.792,75;3.790,94
20/02/2009;-0,01%;0,00%;3.794,56;3.794,55;3.792,74
25/02/2009;-0,01%;0,00%;3.796,36;3.796,34;3.794,53
26/02/2009;-0,01%;0,00%;3.798,16;3.798,14;3.796,33
27/02/2009;-0,01%;0,00%;3.799,95;3.799,93;3.798,12
02/03/2009;-0,01%;0,00%;3.801,75;3.801,73;3.799,92
03/03/2009;-0,01%;0,00%;3.803,54;3.803,53;3.801,72
04/03/2009;-0,01%;0,00%;3.805,34;3.805,33;3.803,52
05/03/2009;-0,01%;0,00%;3.807,14;3.807,13;3.805,32
06/03/2009;-0,01%;0,00%;3.808,94;3.808,93;3.807,12
09/03/2009;-0,01%;0,00%;3.810,74;3.810,73;3.808,92
10/03/2009;-0,01%;0,00%;3.812,54;3.812,54;3.810,72
11/03/2009;-0,01%;0,00%;3.814,34;3.814,34;3.812,52
12/03/2009;-0,01%;0,00%;3.815,95;3.815,94;3.814,33
13/03/2009;-0,01%;0,00%;3.817,55;3.817,55;3.815,93
16/03/2009;-0,01%;0,00%;3.819,15;3.819,15;3.817,53
17/03/2009;-0,01%;0,00%;3.820,75;3.820,75;3.819,14
18/03/2009;;;;;
19/03/2009;;;;;
20/03/2009;;;;;
23/03/2009;;;;;
24/03/2009;;;;;
25/03/2009;;;;;
26/03/2009;;;;;
27/03/2009;;;;;
30/03/2009;;;;;
31/03/2009;;;;;
01/04/2009;;;;;
02/04/2009;;;;;
03/04/2009;;;;;
06/04/2009;;;;;
07/04/2009;;;;;
08/04/2009;;;;;
09/04/2009;;;;;
13/04/2009;;;;;
14/04/2009;;;;;
15/04/2009;;;;;
16/04/2009;;;;;
17/04/2009;;;;;
20/04/2009;;;;;
22/04/2009;;;;;
23/04/2009;;;;;
24/04/2009;;;;;
27/04/2009;;;;;
28/04/2009;;;;;
29/04/2009;;;;;
30/04/2009;;;;;
04/05/2009;;;;;
05/05/2009;;;;;
06/05/2009;;;;;
07/05/2009;;;;;
08/05/2009;;;;;
11/05/2009;;;;;
12/05/2009;;;;;
13/05/2009;;;;;
14/05/2009;;;;;
15/05/2009;;;;;
18/05/2009;;;;;
19/05/2009;;;;;
20/05/2009;;;;;
21/05/2009;;;;;
22/05/2009;;;;;
25/05/2009;;;;;
26/05/2009;;;;;
27/05/2009;;;;;
28/05/2009;;;;;
29/05/2009;;;;;
01/06/2009;;;;;
02/06/2009;;;;;
03/06/2009;;;;;
04/06/2009;;;;;
05/06/2009;;;;;
08/06/2009;;;;;
09/06/2009;;;;;
10/06/2009;;;;;
12/06/2009;;;;;
15/06/2009;;;;;
16/06/2009;;;;;
17/06/2009;;;;;
18/06/2009;;;;;
19/06/2009;;;;;
22/06/2009;;;;;
23/06/2009;;;;;
24/06/2009;;;;;
25/06/2009;;;;;
26/06/2009;;;;;
29/06/2009;;;;;
30/06/2009;;;;;
01/07/2009;;;;;
02/07/2009;;;;;
03/07/2009;;;;;
06/07/2009;;;;;
07/07/2009;;;;;
08/07/2009;;;;;
09/07/2009;;;;;
10/07/2009;;;;;
13/07/2009;;;;;
14/07/2009;;;;;
15/07/2009;;;;;
16/07/2009;;;;;
17/07/2009;;;;;
20/07/2009;;;;;
21/07/2009;;;;;
22/07/2009;;;;;
23/07/2009;;;;;
24/07/2009;;;;;
27/07/2009;;;;;
28/07/2009;;;;;
29/07/2009;;;;;
30/07/2009;;;;;
31/07/2009;;;;;
03/08/2009;;;;;
04/08/2009;;;;;
05/08/2009;;;;;
06/08/2009;;;;;
07/08/2009;;;;;
10/08/2009;;;;;
11/08/2009;;;;;
12/08/2009;;;;;
13/08/2009;;;;;
14/08/2009;;;;;
17/08/2009;;;;;
18/08/2009;;;;;
19/08/2009;;;;;
20/08/2009;;;;;
21/08/2009;;;;;
24/08/2009;;;;;
25/08/2009;;;;;
26/08/2009;;;;;
27/08/2009;;;;;
28/08/2009;;;;;
31/08/2009;;;;;
01/09/2009;;;;;
02/09/2009;;;;;
03/09/2009;;;;;
04/09/2009;;;;;
08/09/2009;;;;;
09/09/2009;;;;;
10/09/2009;;;;;
11/09/2009;;;;;
14/09/2009;;;;;
15/09/2009;;;;;
16/09/2009;;;;;
17/09/2009;;;;;
18/09/2009;;;;;
21/09/2009;;;;;
22/09/2009;;;;;
23/09/2009;;;;;
24/09/2009;;;;;
25/09/2009;;;;;
28/09/2009;;;;;
29/09/2009;;;;;
30/09/2009;;;;;
01/10/2009;;;;;
02/10/2009;;;;;
05/10/2009;;;;;
06/10/2009;;;;;
07/10/2009;;;;;
08/10/2009;;;;;
09/10/2009;;;;;
13/10/2009;;;;;
14/10/2009;;;;;
15/10/2009;;;;;
16/10/2009;;;;;
19/10/2009;;;;;
20/10/2009;;;;;
21/10/2009;;;;;
22/10/2009;;;;;
23/10/2009;;;;;
26/10/2009;;;;;
27/10/2009;;;;;
28/10/2009;;;;;
