Vencimento;07/03/2014;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2009;0,01%;0,05%;3.728,62;3.720,94;3.719,03
05/01/2009;0,01%;0,05%;3.730,52;3.722,84;3.720,93
06/01/2009;0,01%;0,05%;3.732,41;3.724,74;3.722,83
07/01/2009;0,01%;0,05%;3.734,31;3.726,64;3.724,73
08/01/2009;0,01%;0,05%;3.736,21;3.728,54;3.726,63
09/01/2009;0,01%;0,05%;3.738,11;3.730,44;3.728,53
12/01/2009;0,01%;0,05%;3.740,01;3.732,35;3.730,43
13/01/2009;0,01%;0,05%;3.741,91;3.734,25;3.732,34
14/01/2009;0,01%;0,05%;3.743,82;3.736,16;3.734,24
15/01/2009;0,01%;0,05%;3.745,72;3.738,06;3.736,14
16/01/2009;0,01%;0,05%;3.747,63;3.739,97;3.738,05
19/01/2009;0,01%;0,05%;3.749,54;3.741,88;3.739,96
20/01/2009;0,01%;0,05%;3.751,44;3.743,79;3.741,87
21/01/2009;0,00%;0,04%;3.755,27;3.747,61;3.745,69
22/01/2009;0,00%;0,04%;3.757,17;3.749,52;3.747,60
23/01/2009;0,00%;0,04%;3.758,95;3.751,30;3.749,37
26/01/2009;0,00%;0,04%;3.760,73;3.753,07;3.751,15
27/01/2009;0,00%;0,04%;3.762,51;3.754,86;3.752,93
28/01/2009;0,00%;0,04%;3.764,29;3.756,64;3.754,71
29/01/2009;0,00%;0,04%;3.765,93;3.758,29;3.756,50
30/01/2009;0,00%;0,04%;3.767,72;3.760,08;3.758,28
02/02/2009;0,00%;0,04%;3.769,50;3.761,86;3.760,06
03/02/2009;0,00%;0,04%;3.771,28;3.763,65;3.761,85
04/02/2009;0,00%;0,04%;3.773,07;3.765,43;3.763,63
05/02/2009;0,00%;0,04%;3.774,85;3.767,22;3.765,42
06/02/2009;0,00%;0,04%;3.776,64;3.769,01;3.767,21
09/02/2009;0,00%;0,04%;3.778,42;3.770,80;3.769,00
10/02/2009;0,00%;0,04%;3.780,21;3.772,59;3.770,78
11/02/2009;0,00%;0,04%;3.782,00;3.774,38;3.772,58
12/02/2009;0,00%;0,04%;3.783,79;3.776,17;3.774,36
13/02/2009;0,00%;0,04%;3.785,58;3.777,96;3.776,16
16/02/2009;0,00%;0,04%;3.787,37;3.779,76;3.777,95
17/02/2009;0,00%;0,04%;3.789,16;3.781,55;3.779,74
18/02/2009;0,00%;0,04%;3.790,96;3.783,34;3.781,54
19/02/2009;0,00%;0,04%;3.792,75;3.785,14;3.783,33
20/02/2009;0,00%;0,04%;3.794,55;3.786,94;3.785,13
25/02/2009;0,00%;0,04%;3.796,34;3.788,74;3.786,93
26/02/2009;0,00%;0,04%;3.798,14;3.790,54;3.788,72
27/02/2009;0,00%;0,04%;3.799,93;3.792,33;3.790,52
02/03/2009;0,00%;0,04%;3.801,73;3.794,14;3.792,32
03/03/2009;0,00%;0,04%;3.803,53;3.795,93;3.794,12
04/03/2009;0,00%;0,04%;3.805,33;3.797,74;3.795,92
05/03/2009;0,00%;0,04%;3.807,13;3.799,54;3.797,73
06/03/2009;0,00%;0,04%;3.808,93;3.801,34;3.799,53
09/03/2009;0,00%;0,04%;3.810,73;3.803,15;3.801,33
10/03/2009;0,00%;0,04%;3.812,54;3.804,95;3.803,14
11/03/2009;0,00%;0,04%;3.814,34;3.806,76;3.804,94
12/03/2009;0,00%;0,04%;3.815,94;3.808,37;3.806,75
13/03/2009;0,00%;0,04%;3.817,55;3.809,97;3.808,36
16/03/2009;0,00%;0,04%;3.819,15;3.811,58;3.809,96
17/03/2009;0,00%;0,04%;3.820,75;3.813,18;3.811,57
18/03/2009;0,00%;0,04%;3.822,36;3.814,79;3.813,17
19/03/2009;0,00%;0,04%;3.823,96;3.816,40;3.814,78
20/03/2009;0,00%;0,04%;3.825,57;3.818,01;3.816,39
23/03/2009;0,00%;0,04%;3.827,17;3.819,62;3818
24/03/2009;0,00%;0,04%;3.828,78;3.821,23;3819,61
25/03/2009;0,00%;0,04%;3.830,39;3.822,84;3821,21
26/03/2009;0,00%;0,04%;3.832,00;3.824,45;3822,83
27/03/2009;0,00%;0,04%;3.833,61;3.826,06;3824,44
30/03/2009;0,00%;0,04%;3.835,22;3.827,68;3826,05
31/03/2009;0,00%;0,04%;3.836,83;3.829,29;3827,66
01/04/2009;0,00%;0,04%;3.838,44;3.830,90;3829,28
02/04/2009;0,00%;0,04%;3.840,05;3.832,52;3830,89
03/04/2009;0,00%;0,04%;3.841,66;3.834,13;3832,5
06/04/2009;0,00%;0,04%;3.843,28;3.835,75;3834,12
