Vencimento;01/03/2021;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
10/03/2015;0,00%;0,04%;6.677,32;6.661,49;6.658,31
11/03/2015;0,00%;0,04%;6.680,48;6.664,65;6.661,46
12/03/2015;0,00%;0,04%;6.683,64;6.667,81;6.664,63
13/03/2015;0,00%;0,04%;6.686,80;6.670,97;6.667,78
16/03/2015;0,00%;0,04%;6.689,96;6.674,14;6.670,95
17/03/2015;0,00%;0,04%;6.693,12;6.677,30;6.674,12
18/03/2015;0,00%;0,04%;6.696,29;6.680,47;6.677,28
19/03/2015;0,00%;0,04%;6.699,45;6.683,64;6.680,45
20/03/2015;0,00%;0,04%;6.702,62;6.686,81;6.683,61
23/03/2015;0,00%;0,04%;6.705,79;6.689,98;6.686,79
24/03/2015;0,00%;0,04%;6.708,96;6.693,16;6.689,96
25/03/2015;0,00%;0,04%;6.712,13;6.696,33;6.693,13
26/03/2015;0,00%;0,04%;6.715,31;6.699,51;6.696,31
27/03/2015;0,00%;0,04%;6.718,48;6.702,69;6.699,48
30/03/2015;0,00%;0,04%;6.721,66;6.705,86;6.702,66
31/03/2015;0,00%;0,04%;6.724,84;6.709,05;6.705,84
01/04/2015;0,00%;0,04%;6.728,02;6.712,23;6.709,02
02/04/2015;0,00%;0,04%;6.731,20;6.715,41;6.712,21
06/04/2015;0,00%;0,04%;6.734,38;6.718,60;6.715,39
07/04/2015;0,00%;0,04%;6.737,56;6.721,78;6.718,58
08/04/2015;0,00%;0,04%;6.740,75;6.724,98;6.721,76
09/04/2015;0,00%;0,04%;6.743,94;6.728,16;6.724,95
10/04/2015;0,00%;0,04%;6.747,12;6.731,36;6.728,14
13/04/2015;0,00%;0,04%;6.750,31;6.734,55;6.731,33
14/04/2015;0,00%;0,04%;6.753,51;6.737,74;6.734,53
15/04/2015;0,00%;0,04%;6.756,70;6.740,94;6.737,72
16/04/2015;0,00%;0,04%;6.759,89;6.744,14;6.740,92
17/04/2015;0,00%;0,04%;6.763,09;6.747,34;6.744,11
20/04/2015;0,00%;0,04%;6.766,29;6.750,54;6.747,31
22/04/2015;0,00%;0,04%;6.769,49;6.753,74;6.750,52
23/04/2015;0,00%;0,04%;6.772,69;6.756,95;6.753,72
24/04/2015;0,00%;0,04%;6.775,89;6.760,15;6.756,92
27/04/2015;0,00%;0,04%;6.779,09;6.763,36;6.760,12
28/04/2015;0,00%;0,04%;6.782,30;6.766,56;6.763,34
29/04/2015;0,00%;0,04%;6.785,51;6.769,78;6.766,55
30/04/2015;0,00%;0,04%;6.788,84;6.773,12;6.769,76
04/05/2015;0,00%;0,04%;6.792,17;6.776,45;6.773,10
