Vencimento;07/03/2017;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
04/01/2016;0,00%;0,02%;7.411,83;7.410,09;7.406,17
05/01/2016;0,00%;0,02%;7.415,72;7.413,99;7.410,07
06/01/2016;0,00%;0,02%;7.419,62;7.417,90;7.413,97
07/01/2016;0,00%;0,02%;7.423,51;7.421,80;7.417,87
08/01/2016;0,00%;0,02%;7.427,41;7.425,70;7.421,77
11/01/2016;0,00%;0,02%;7.431,32;7.429,61;7.425,67
12/01/2016;0,00%;0,02%;7.435,22;7.433,52;7.429,58
13/01/2016;0,00%;0,02%;7.439,13;7.437,43;7.433,49
14/01/2016;0,00%;0,02%;7.443,03;7.441,34;7.437,40
15/01/2016;0,00%;0,02%;7.446,94;7.445,25;7.441,32
18/01/2016;0,00%;0,02%;7.450,86;7.449,17;7.445,23
19/01/2016;0,00%;0,02%;7.454,77;7.453,09;7.449,15
20/01/2016;0,00%;0,02%;7.458,69;7.457,01;7.453,07
21/01/2016;0,00%;0,02%;7.462,60;7.460,94;7.456,99
22/01/2016;0,00%;0,02%;7.470,47;7.468,81;7.460,91
25/01/2016;0,00%;0,02%;7.470,45;7.468,79;7.464,83
26/01/2016;0,00%;0,02%;7.474,37;7.472,72;7.468,76
27/01/2016;0,00%;0,02%;7.478,30;7.476,65;7.472,69
28/01/2016;0,00%;0,02%;7.482,23;7.480,58;7.476,63
29/01/2016;0,00%;0,02%;7.486,16;7.484,52;7.480,55
01/02/2016;0,00%;0,02%;7.490,09;7.488,46;7.484,49
02/02/2016;0,00%;0,02%;7.494,02;7.492,40;7.488,43
03/02/2016;0,00%;0,02%;7.497,96;7.496,34;7.492,37
04/02/2016;0,00%;0,02%;7.501,90;7.500,28;7.496,31
05/02/2016;0,00%;0,02%;7.505,84;7.504,23;7.500,25
10/02/2016;0,00%;0,02%;7.509,78;7.508,17;7.504,20
11/02/2016;0,00%;0,02%;7.513,73;7.512,13;7.508,15
12/02/2016;0,00%;0,02%;7.517,67;7.516,08;7.512,10
15/02/2016;0,00%;0,02%;7.521,62;7.520,03;7.516,05
16/02/2016;0,00%;0,02%;7.525,57;7.523,99;7.520,00
17/02/2016;0,00%;0,02%;7.529,53;7.527,95;7.523,96
18/02/2016;0,00%;0,02%;7.533,48;7.531,91;7.527,92
19/02/2016;0,00%;0,02%;7.537,44;7.535,87;7.531,88
22/02/2016;0,00%;0,02%;7.541,40;7.539,83;7.535,85
23/02/2016;0,00%;0,02%;7.545,36;7.543,80;7.539,80
24/02/2016;0,00%;0,02%;7.549,33;7.547,77;7.543,77
25/02/2016;0,00%;0,02%;7.553,29;7.551,74;7.547,74
26/02/2016;0,00%;0,02%;7.557,26;7.555,72;7.551,72
29/02/2016;0,00%;0,02%;7.561,23;7.559,69;7.555,69
01/03/2016;0,00%;0,02%;7.565,20;7.563,66;7.559,66
02/03/2016;0,00%;0,02%;7.569,17;7.567,65;7.563,64
03/03/2016;0,00%;0,02%;7.573,15;7.571,63;7.567,62
