Vencimento;16/03/2011;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2007;0,00%;0,04%;2.964,47;2.959,51;2.958,05
03/01/2007;0,00%;0,04%;2.965,93;2.960,97;2.959,51
04/01/2007;0,00%;0,04%;2.967,38;2.962,43;2.960,97
05/01/2007;0,00%;0,04%;2.968,84;2.963,89;2.962,42
08/01/2007;0,00%;0,04%;2.970,30;2.965,36;2.963,89
09/01/2007;0,00%;0,04%;2.971,76;2.966,82;2.965,35
10/01/2007;0,00%;0,04%;2.973,23;2.968,28;2.966,81
11/01/2007;0,00%;0,04%;2.974,69;2.969,75;2.968,28
12/01/2007;0,00%;0,04%;2.976,15;2.971,21;2.969,74
15/01/2007;0,00%;0,04%;2.977,61;2.972,68;2.971,21
16/01/2007;0,00%;0,04%;2.979,08;2.974,14;2.972,67
17/01/2007;0,00%;0,04%;2.980,54;2.975,61;2.974,14
18/01/2007;0,00%;0,04%;2.982,01;2.977,08;2.975,61
19/01/2007;0,00%;0,04%;2.983,47;2.978,55;2.977,07
22/01/2007;0,00%;0,04%;2.984,94;2.980,02;2.978,54
23/01/2007;0,00%;0,04%;2.986,41;2.981,49;2.980,01
24/01/2007;0,00%;0,04%;2.987,88;2.982,96;2.981,48
25/01/2007;0,00%;0,04%;2.989,32;2.984,40;2.982,95
26/01/2007;0,00%;0,04%;2.990,76;2.985,85;2.984,40
29/01/2007;0,00%;0,04%;2.992,21;2.987,29;2.985,84
30/01/2007;0,00%;0,04%;2.993,65;2.988,74;2.987,29
31/01/2007;0,00%;0,04%;2.995,10;2.990,19;2.988,73
01/02/2007;0,00%;0,04%;2.996,54;2.991,64;2.990,18
02/02/2007;0,00%;0,04%;2.997,99;2.993,09;2.991,63
05/02/2007;0,00%;0,04%;2.999,43;2.994,53;2.993,08
06/02/2007;0,00%;0,04%;3.000,88;2.995,98;2.994,53
07/02/2007;0,00%;0,04%;3.002,33;2.997,43;2.995,98
08/02/2007;0,00%;0,04%;3.003,78;2.998,89;2.997,43
09/02/2007;0,00%;0,04%;3.005,23;3.000,34;2.998,88
12/02/2007;0,00%;0,04%;3.006,68;3.001,79;3.000,33
13/02/2007;0,00%;0,04%;3.008,13;3.003,25;3.001,78
14/02/2007;0,00%;0,04%;3.009,58;3.004,70;3.003,24
15/02/2007;0,00%;0,04%;3.011,04;3.006,15;3.004,69
16/02/2007;0,00%;0,04%;3.012,49;3.007,61;3.006,15
21/02/2007;0,00%;0,04%;3.013,94;3.009,07;3.007,61
22/02/2007;0,00%;0,04%;3.015,40;3.010,53;3.009,06
23/02/2007;0,00%;0,04%;3.016,86;3.011,98;3.010,52
26/02/2007;0,00%;0,04%;3.018,31;3.013,44;3.011,98
27/02/2007;0,00%;0,04%;3.019,77;3.014,90;3.013,44
28/02/2007;0,00%;0,04%;3.021,23;3.016,36;3.014,89
01/03/2007;0,00%;0,04%;3.022,69;3.017,83;3.016,36
02/03/2007;0,00%;0,04%;3.024,14;3.019,28;3.017,82
05/03/2007;0,00%;0,04%;3.025,60;3.020,75;3.019,28
06/03/2007;0,00%;0,04%;3.027,06;3.022,21;3.020,74
07/03/2007;0,00%;0,04%;3.028,53;3.023,67;3.022,20
08/03/2007;0,00%;0,04%;3.029,96;3.025,11;3.023,67
09/03/2007;0,00%;0,04%;3.031,40;3.026,55;3.025,11
