Vencimento;07/03/2012;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2008;-0,01%;0,03%;3.317,67;3.312,15;3.310,74
03/01/2008;-0,01%;0,03%;3.319,07;3.313,55;3.312,14
04/01/2008;-0,01%;0,03%;3.320,46;3.314,94;3.313,54
07/01/2008;-0,01%;0,03%;3.321,86;3.316,34;3.314,94
08/01/2008;-0,01%;0,03%;3.323,25;3.317,74;3.316,33
09/01/2008;-0,01%;0,03%;3.324,65;3.319,14;3.317,73
10/01/2008;-0,01%;0,03%;3.326,05;3.320,54;3.319,13
11/01/2008;-0,01%;0,03%;3.327,44;3.321,94;3.320,53
14/01/2008;-0,01%;0,03%;3.328,84;3.323,34;3.321,93
15/01/2008;-0,01%;0,03%;3.330,24;3.324,74;3.323,33
16/01/2008;-0,01%;0,03%;3.331,64;3.326,14;3.324,73
17/01/2008;-0,01%;0,03%;3.333,04;3.327,55;3.326,14
18/01/2008;-0,01%;0,03%;3.334,44;3.328,95;3.327,54
21/01/2008;-0,01%;0,03%;3.335,84;3.330,36;3.328,94
22/01/2008;-0,01%;0,03%;3.337,24;3.331,76;3.330,35
23/01/2008;-0,01%;0,03%;3.338,64;3.333,16;3.331,75
24/01/2008;-0,01%;0,03%;3.340,05;3.334,57;3.333,16
25/01/2008;-0,01%;0,03%;3.341,45;3.335,98;3.334,56
28/01/2008;-0,01%;0,03%;3.342,85;3.337,38;3.335,97
29/01/2008;-0,01%;0,03%;3.344,26;3.338,79;3.337,38
30/01/2008;-0,01%;0,03%;3.345,66;3.340,20;3.338,78
31/01/2008;-0,01%;0,03%;3.347,07;3.341,61;3.340,19
01/02/2008;-0,01%;0,03%;3.348,48;3.343,02;3.341,60
06/02/2008;-0,01%;0,03%;3.349,88;3.344,43;3.343,01
07/02/2008;-0,01%;0,03%;3.351,29;3.345,84;3.344,42
08/02/2008;-0,01%;0,03%;3.352,70;3.347,25;3.345,83
11/02/2008;-0,01%;0,03%;3.354,11;3.348,66;3.347,24
12/02/2008;-0,01%;0,03%;3.355,52;3.350,08;3.348,65
13/02/2008;-0,02%;0,02%;3.358,29;3.352,85;3.351,43
14/02/2008;-0,02%;0,02%;3.359,70;3.354,26;3.352,84
15/02/2008;-0,02%;0,02%;3.361,11;3.355,67;3.354,25
18/02/2008;-0,02%;0,02%;3.362,52;3.357,09;3.355,66
19/02/2008;-0,02%;0,02%;3.363,93;3.358,50;3.357,08
20/02/2008;-0,02%;0,02%;3.365,35;3.359,92;3.358,49
21/02/2008;-0,02%;0,02%;3.366,76;3.361,34;3.359,91
22/02/2008;-0,02%;0,02%;3.368,17;3.362,75;3.361,33
25/02/2008;-0,02%;0,02%;3.369,59;3.364,17;3.362,74
26/02/2008;-0,02%;0,02%;3.371,00;3.365,59;3.364,16
27/02/2008;-0,02%;0,02%;3.372,42;3.367,01;3.365,58
28/02/2008;-0,02%;0,02%;3.373,83;3.368,43;3.367,00
29/02/2008;-0,02%;0,02%;3.375,25;3.369,84;3.368,42
03/03/2008;-0,02%;0,02%;3.376,67;3.371,26;3.369,83
04/03/2008;-0,02%;0,02%;3.378,08;3.372,68;3.371,25
