Vencimento;07/03/2015;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Base 9:00
03/01/2011;0,00%;0,04%;4.501,44;4.493,94;4.492,11
04/01/2011;0,00%;0,04%;4.503,26;4.495,76;4.493,93
05/01/2011;0,00%;0,04%;4.505,07;4.497,57;4.495,74
06/01/2011;0,00%;0,04%;4.506,88;4.499,39;4.497,56
07/01/2011;0,00%;0,04%;4.508,69;4.501,20;4.499,37
10/01/2011;0,00%;0,04%;4.510,51;4.503,02;4.501,19
11/01/2011;0,00%;0,04%;4.512,32;4.504,84;4.503,01
12/01/2011;0,00%;0,04%;4.514,13;4.506,66;4.504,82
13/01/2011;0,00%;0,04%;4.515,95;4.508,48;4.506,64
14/01/2011;0,00%;0,04%;4.517,76;4.510,30;4.508,46
17/01/2011;0,00%;0,04%;4.519,58;4.512,12;4.510,28
18/01/2011;0,00%;0,04%;4.521,40;4.513,94;4.512,10
19/01/2011;0,00%;0,04%;4.523,21;4.515,76;4.513,92
20/01/2011;0,00%;0,04%;4.525,11;4.517,67;4.515,75
21/01/2011;0,00%;0,04%;4.527,01;4.519,57;4.517,65
24/01/2011;0,00%;0,04%;4.528,92;4.521,47;4.519,55
25/01/2011;0,00%;0,04%;4.530,82;4.523,38;4.521,46
26/01/2011;0,00%;0,04%;4.532,72;4.525,29;4.523,36
27/01/2011;0,00%;0,04%;4.534,62;4.527,19;4.525,27
28/01/2011;0,00%;0,04%;4.536,53;4.529,10;4.527,18
31/01/2011;0,00%;0,04%;4.538,44;4.531,02;4.529,09
01/02/2011;0,00%;0,04%;4.540,34;4.532,92;4.531,00
02/02/2011;0,00%;0,04%;4.542,25;4.534,84;4.532,91
03/02/2011;0,00%;0,04%;4.544,16;4.536,75;4.534,82
04/02/2011;0,00%;0,04%;4.546,07;4.538,66;4.536,73
07/02/2011;0,00%;0,04%;4.547,98;4.540,58;4.538,65
08/02/2011;0,00%;0,04%;4.549,89;4.542,49;4.540,57
09/02/2011;0,00%;0,04%;4.551,80;4.544,41;4.542,48
10/02/2011;0,00%;0,04%;4.553,72;4.546,33;4.544,40
11/02/2011;0,00%;0,04%;4.555,63;4.548,25;4.546,31
14/02/2011;0,00%;0,04%;4.557,54;4.550,17;4.548,23
15/02/2011;0,00%;0,04%;4.559,46;4.552,08;4.550,15
16/02/2011;0,00%;0,04%;4.561,38;4.554,01;4.552,07
17/02/2011;0,00%;0,04%;4.563,29;4.555,92;4.553,99
18/02/2011;0,00%;0,04%;4.565,21;4.557,85;4.555,91
21/02/2011;0,00%;0,04%;4.567,13;4.559,77;4.557,83
22/02/2011;0,00%;0,04%;4.569,05;4.561,69;4.559,75
23/02/2011;0,00%;0,04%;4.570,97;4.563,62;4.561,68
24/02/2011;0,00%;0,04%;4.572,89;4.565,54;4.563,61
25/02/2011;0,00%;0,04%;4.574,81;4.567,47;4.565,53
28/02/2011;0,00%;0,04%;4.576,74;4.569,39;4.567,46
01/03/2011;0,00%;0,04%;4.578,66;4.571,32;4.569,38
02/03/2011;0,00%;0,04%;4.580,58;4.573,25;4.571,31
03/03/2011;0,00%;0,04%;4.582,59;4.575,26;4.573,24
04/03/2011;0,00%;0,04%;4.584,60;4.577,28;4.575,25
09/03/2011;0,00%;0,04%;4.586,61;4.579,29;4.577,26
10/03/2011;0,00%;0,04%;4.588,62;4.581,30;4.579,27
11/03/2011;0,00%;0,04%;4.590,63;4.583,31;4.581,29
14/03/2011;0,00%;0,04%;4.592,64;4.585,33;4.583,30
15/03/2011;0,00%;0,04%;4.594,65;4.587,35;4.585,32
16/03/2011;0,00%;0,04%;4.596,66;4.589,36;4.587,34
17/03/2011;0,00%;0,04%;4.598,68;4.591,38;4.589,35
18/03/2011;0,00%;0,04%;4.600,69;4.593,40;4.591,37
21/03/2011;0,00%;0,04%;4.602,71;4.595,42;4.593,39
22/03/2011;0,00%;0,04%;4.604,72;4.597,44;4595,41
23/03/2011;0,00%;0,04%;4.606,74;4.599,46;4597,43
24/03/2011;0,00%;0,04%;4.608,76;4.601,49;4599,45
25/03/2011;0,00%;0,04%;4.610,78;4.603,51;4601,47
28/03/2011;0,00%;0,04%;4.612,80;4.605,53;4603,49
29/03/2011;0,00%;0,04%;4.614,82;4.607,55;4605,52
30/03/2011;0,00%;0,04%;4.616,84;4.609,58;4607,54
31/03/2011;0,00%;0,04%;4.618,86;4.611,61;4609,57
01/04/2011;0,00%;0,04%;4.620,89;4.613,64;4611,6
04/04/2011;0,00%;0,04%;4.622,91;4.615,67;4613,62
05/04/2011;0,00%;0,04%;4.624,94;4.617,69;4615,65
06/04/2011;0,00%;0,04%;4.626,96;4.619,73;4617,68
07/04/2011;0,00%;0,04%;4.628,99;4.621,76;4619,71
08/04/2011;0,00%;0,04%;4.631,02;4.623,79;4621,75
11/04/2011;0,00%;0,04%;4.633,05;4.625,82;4623,78
12/04/2011;0,00%;0,04%;4.635,08;4.627,85;4625,81
