Vencimento;17/03/2010;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2008;-0,02%;0,01%;3.317,75;3.315,56;3.314,16
03/01/2008;-0,02%;0,01%;3.319,14;3.316,96;3.315,55
04/01/2008;-0,02%;0,01%;3.320,53;3.318,36;3.316,95
07/01/2008;-0,02%;0,01%;3.321,93;3.319,75;3.318,35
08/01/2008;-0,02%;0,01%;3.323,32;3.321,15;3.319,74
09/01/2008;-0,02%;0,01%;3.324,72;3.322,55;3.321,14
10/01/2008;-0,03%;0,00%;3.326,83;3.324,67;3.323,26
11/01/2008;-0,03%;0,00%;3.328,23;3.326,07;3.324,66
14/01/2008;-0,03%;0,00%;3.329,63;3.327,47;3.326,06
15/01/2008;-0,03%;0,00%;3.331,02;3.328,87;3.327,46
16/01/2008;-0,03%;0,00%;3.332,42;3.330,27;3.328,86
17/01/2008;-0,03%;0,00%;3.333,82;3.331,67;3.330,26
18/01/2008;-0,03%;0,00%;3.335,22;3.333,07;3.331,66
21/01/2008;-0,03%;0,00%;3.336,62;3.334,47;3.333,06
22/01/2008;-0,03%;0,00%;3.338,01;3.335,87;3.334,46
23/01/2008;-0,03%;0,00%;3.339,41;3.337,28;3.335,86
24/01/2008;-0,03%;0,00%;3.340,81;3.338,68;3.337,27
25/01/2008;-0,03%;0,00%;3.342,21;3.340,08;3.338,67
28/01/2008;-0,03%;0,00%;3.343,62;3.341,49;3.340,07
29/01/2008;-0,03%;0,00%;3.345,02;3.342,89;3.341,48
30/01/2008;-0,03%;0,00%;3.346,42;3.344,30;3.342,89
31/01/2008;-0,03%;0,00%;3.347,82;3.345,71;3.344,29
01/02/2008;-0,03%;0,00%;3.349,23;3.347,11;3.345,70
06/02/2008;-0,03%;0,00%;3.350,63;3.348,52;3.347,11
07/02/2008;-0,03%;0,00%;3.352,04;3.349,93;3.348,51
08/02/2008;-0,03%;0,00%;3.353,44;3.351,34;3.349,92
11/02/2008;-0,03%;0,00%;3.354,85;3.352,75;3.351,33
12/02/2008;-0,03%;0,00%;3.356,26;3.354,16;3.352,74
13/02/2008;-0,03%;0,00%;3.357,67;3.355,57;3.354,15
14/02/2008;-0,03%;0,00%;3.359,08;3.356,98;3.355,56
15/02/2008;-0,04%;-0,01%;3.361,18;3.359,09;3.357,67
18/02/2008;-0,04%;-0,01%;3.362,59;3.360,50;3.359,08
19/02/2008;-0,04%;-0,01%;3.364,00;3.361,91;3.360,49
20/02/2008;-0,04%;-0,01%;3.365,41;3.363,33;3.361,90
21/02/2008;-0,04%;-0,01%;3.366,82;3.364,74;3.363,32
22/02/2008;-0,04%;-0,01%;3.368,23;3.366,15;3.364,73
25/02/2008;-0,04%;-0,01%;3.369,64;3.367,57;3.366,14
26/02/2008;-0,04%;-0,01%;3.371,05;3.368,98;3.367,56
27/02/2008;-0,04%;-0,01%;3.372,46;3.370,40;3.368,97
28/02/2008;-0,04%;-0,01%;3.373,88;3.371,81;3.370,39
29/02/2008;-0,04%;-0,01%;3.375,29;3.373,23;3.371,80
03/03/2008;-0,04%;-0,01%;3.376,71;3.374,65;3.373,22
04/03/2008;-0,04%;-0,01%;3.378,12;3.376,07;3.374,64
05/03/2008;-0,04%;-0,01%;3.379,54;3.377,49;3.376,06
06/03/2008;-0,04%;-0,01%;3.380,95;3.378,91;3.377,48
07/03/2008;-0,04%;-0,01%;3.382,37;3.380,32;3.378,90
