Vencimento;07/03/2012;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2009;0,00%;0,04%;3.730,54;3.725,83;3.723,92
05/01/2009;0,00%;0,04%;3.732,44;3.727,73;3.725,82
06/01/2009;0,00%;0,04%;3.734,34;3.729,63;3.727,72
07/01/2009;0,00%;0,04%;3.736,23;3.731,53;3.729,62
08/01/2009;0,00%;0,04%;3.738,13;3.733,43;3.731,52
09/01/2009;0,00%;0,04%;3.740,03;3.735,34;3.733,42
12/01/2009;0,00%;0,04%;3.741,93;3.737,25;3.735,33
13/01/2009;0,00%;0,04%;3.743,84;3.739,15;3.737,23
14/01/2009;0,00%;0,04%;3.745,74;3.741,06;3.739,14
15/01/2009;0,00%;0,04%;3.747,64;3.742,96;3.741,04
16/01/2009;0,00%;0,04%;3.749,55;3.744,87;3.742,95
19/01/2009;0,00%;0,04%;3.751,45;3.746,78;3.744,86
20/01/2009;0,00%;0,04%;3.753,36;3.748,69;3.746,77
21/01/2009;0,00%;0,04%;3.755,27;3.750,60;3.748,68
22/01/2009;0,00%;0,04%;3.757,17;3.752,51;3.750,59
23/01/2009;0,00%;0,04%;3.758,95;3.754,29;3.752,37
26/01/2009;0,00%;0,04%;3.760,73;3.756,07;3.754,15
27/01/2009;0,00%;0,04%;3.762,51;3.757,85;3.755,93
28/01/2009;0,00%;0,04%;3.764,29;3.759,64;3.757,71
29/01/2009;0,00%;0,04%;3.765,93;3.761,29;3.759,50
30/01/2009;0,00%;0,04%;3.767,72;3.763,08;3.761,28
02/02/2009;0,00%;0,04%;3.769,50;3.764,86;3.763,07
03/02/2009;0,00%;0,04%;3.771,28;3.766,65;3.764,85
04/02/2009;0,00%;0,04%;3.773,07;3.768,44;3.766,64
05/02/2009;0,00%;0,04%;3.774,85;3.770,23;3.768,43
06/02/2009;0,00%;0,04%;3.776,64;3.772,02;3.770,22
09/02/2009;0,00%;0,04%;3.778,42;3.773,81;3.772,01
10/02/2009;0,00%;0,04%;3.780,21;3.775,60;3.773,80
11/02/2009;0,00%;0,04%;3.782,00;3.777,39;3.775,59
12/02/2009;0,00%;0,04%;3.783,79;3.779,19;3.777,38
13/02/2009;0,00%;0,04%;3.785,58;3.780,98;3.779,17
16/02/2009;0,00%;0,04%;3.787,37;3.782,77;3.780,97
17/02/2009;0,00%;0,04%;3.789,16;3.784,57;3.782,76
18/02/2009;0,00%;0,04%;3.790,96;3.786,37;3.784,56
19/02/2009;0,00%;0,04%;3.792,75;3.788,17;3.786,35
20/02/2009;0,00%;0,04%;3.794,55;3.789,96;3.788,15
25/02/2009;0,00%;0,04%;3.796,34;3.791,76;3.789,95
26/02/2009;0,00%;0,04%;3.798,14;3.793,56;3.791,75
27/02/2009;0,00%;0,04%;3.799,93;3.795,36;3.793,55
02/03/2009;0,00%;0,04%;3.801,73;3.797,17;3.795,35
03/03/2009;0,00%;0,04%;3.803,53;3.798,97;3.797,15
04/03/2009;0,00%;0,04%;3.805,33;3.800,77;3.798,95
05/03/2009;0,00%;0,04%;3.807,13;3.802,58;3.800,76
06/03/2009;0,00%;0,04%;3.808,93;3.804,38;3.802,56
09/03/2009;0,00%;0,03%;3.810,73;3.807,32;3.805,51
10/03/2009;0,00%;0,03%;3.812,54;3.809,13;3.807,31
11/03/2009;0,00%;0,03%;3.814,34;3.810,93;3.809,12
12/03/2009;0,00%;0,03%;3.815,94;3.812,54;3.810,92
13/03/2009;0,00%;0,03%;3.817,55;3.814,15;3.812,53
16/03/2009;0,00%;0,03%;3.819,15;3.815,75;3.814,14
17/03/2009;0,00%;0,03%;3.820,75;3.817,36;3.815,74
18/03/2009;0,00%;0,03%;3.822,36;3.818,97;3.817,35
