Vencimento;07/03/2015;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2012;0,00%;0,04%;5.024,60;5.018,22;5.016,13
03/01/2012;0,00%;0,04%;5.026,66;5.020,29;5.018,20
04/01/2012;0,00%;0,04%;5.028,73;5.022,36;5.020,27
05/01/2012;0,00%;0,04%;5.030,79;5.024,43;5.022,34
06/01/2012;0,00%;0,04%;5.032,86;5.026,50;5.024,41
09/01/2012;0,00%;0,04%;5.034,92;5.028,57;5.026,48
10/01/2012;0,00%;0,04%;5.036,99;5.030,64;5.028,56
11/01/2012;0,00%;0,04%;5.039,06;5.032,72;5.030,63
12/01/2012;0,00%;0,04%;5.041,13;5.034,79;5.032,70
13/01/2012;0,00%;0,04%;5.043,20;5.036,87;5.034,77
16/01/2012;0,00%;0,04%;5.045,27;5.038,95;5.036,85
17/01/2012;0,00%;0,04%;5.047,34;5.041,02;5.038,93
18/01/2012;0,00%;0,04%;5.049,41;5.043,10;5.041,00
19/01/2012;0,00%;0,04%;5.051,40;5.045,09;5.043,08
20/01/2012;0,00%;0,04%;5.053,38;5.047,08;5.045,07
23/01/2012;-0,01%;0,03%;5.056,94;5.050,64;5.048,63
24/01/2012;-0,01%;0,03%;5.058,92;5.052,63;5.050,62
25/01/2012;-0,01%;0,03%;5.060,90;5.054,62;5.052,61
26/01/2012;-0,01%;0,03%;5.062,89;5.056,61;5.054,60
27/01/2012;-0,01%;0,03%;5.064,87;5.058,60;5.056,59
30/01/2012;-0,01%;0,03%;5.066,86;5.060,59;5.058,58
31/01/2012;-0,01%;0,03%;5.068,85;5.062,59;5.060,57
01/02/2012;-0,01%;0,03%;5.070,84;5.064,58;5.062,57
02/02/2012;-0,01%;0,03%;5.072,83;5.066,58;5.064,56
03/02/2012;-0,01%;0,03%;5.074,82;5.068,57;5.066,56
06/02/2012;-0,01%;0,03%;5.076,81;5.070,57;5.068,55
07/02/2012;-0,01%;0,03%;5.078,80;5.072,57;5.070,55
08/02/2012;-0,01%;0,03%;5.080,79;5.074,57;5.072,55
09/02/2012;-0,01%;0,03%;5.082,79;5.076,56;5.074,55
10/02/2012;-0,01%;0,03%;5.084,78;5.078,56;5.076,55
13/02/2012;-0,01%;0,03%;5.086,78;5.080,56;5.078,54
14/02/2012;-0,01%;0,03%;5.088,77;5.082,57;5.080,54
15/02/2012;-0,01%;0,03%;5.090,77;5.084,57;5.082,55
16/02/2012;-0,01%;0,03%;5.092,77;5.086,57;5.084,55
17/02/2012;-0,01%;0,03%;5.094,77;5.088,57;5.086,55
22/02/2012;-0,01%;0,03%;5.096,76;5.090,58;5.088,55
23/02/2012;-0,01%;0,02%;5.098,76;5.094,12;5.092,11
24/02/2012;-0,01%;0,02%;5.100,76;5.096,13;5.094,11
27/02/2012;-0,01%;0,02%;5.102,76;5.098,14;5.096,11
28/02/2012;-0,01%;0,02%;5.104,77;5.100,14;5.098,12
29/02/2012;-0,01%;0,02%;5.106,77;5.102,15;5.100,13
01/03/2012;-0,01%;0,02%;5.108,77;5.104,16;5.102,13
02/03/2012;-0,01%;0,02%;5.110,77;5.106,16;5.104,14
05/03/2012;-0,01%;0,02%;5.112,78;5.108,17;5.106,15
06/03/2012;-0,01%;0,02%;5.114,79;5.110,19;5.108,16
07/03/2012;-0,01%;0,02%;5.116,79;5.112,20;5.110,17
08/03/2012;-0,01%;0,02%;5.118,66;5.114,07;5.112,18
09/03/2012;-0,01%;0,02%;5.120,53;5.115,94;5.114,05
12/03/2012;-0,02%;0,01%;5.123,93;5.119,34;5.117,45
13/03/2012;-0,02%;0,01%;5.125,80;5.121,22;5.119,33
14/03/2012;-0,02%;0,01%;5.127,67;5.123,09;5.121,20
15/03/2012;-0,02%;0,01%;5.129,54;5.124,97;5.123,07
16/03/2012;-0,02%;0,01%;5.131,41;5.126,85;5.124,95
19/03/2012;-0,02%;0,01%;5.133,29;5.128,72;5.126,83
20/03/2012;-0,02%;0,01%;5.135,16;5.130,60;5.128,70
21/03/2012;-0,03%;0,00%;5.138,55;5.134,00;5.132,10
22/03/2012;-0,03%;0,00%;5.140,42;5.135,87;5.133,98
23/03/2012;-0,04%;-0,01%;5.143,81;5.139,26;5.137,37
26/03/2012;-0,04%;-0,01%;5.145,68;5.141,14;5.139,24
27/03/2012;-0,04%;-0,01%;5.147,56;5.143,02;5.141,12
28/03/2012;-0,04%;-0,01%;5.149,43;5.144,90;5.143,00
29/03/2012;-0,06%;-0,03%;5.154,33;5.149,80;5.147,90
30/03/2012;-0,06%;-0,03%;5.156,20;5.151,68;5.149,78
02/04/2012;-0,06%;-0,03%;5.158,07;5.153,55;5.151,66
03/04/2012;-0,07%;-0,04%;5.161,46;5.156,94;5.155,04
04/04/2012;-0,07%;-0,04%;5.163,33;5.158,81;5.156,92
05/04/2012;-0,07%;-0,04%;5.165,20;5.160,69;5.158,79
09/04/2012;-0,07%;-0,04%;5.167,08;5.162,57;5.160,67
10/04/2012;-0,07%;-0,04%;5.168,96;5.164,45;5.162,55
11/04/2012;-0,07%;-0,04%;5.170,83;5.166,33;5.164,43
12/04/2012;-0,07%;-0,04%;5.172,71;5.168,21;5.166,31
13/04/2012;-0,07%;-0,04%;5.174,58;5.170,09;5.168,19
16/04/2012;-0,08%;-0,05%;5.177,96;5.173,47;5.171,57
17/04/2012;-0,08%;-0,05%;5.179,83;5.175,35;5.173,45
18/04/2012;-0,08%;-0,05%;5.181,71;5.177,23;5.175,33
19/04/2012;-0,08%;-0,05%;5.183,45;5.178,97;5.177,21
20/04/2012;-0,08%;-0,05%;5.185,18;5.180,71;5.178,95
23/04/2012;-0,08%;-0,05%;5.186,92;5.182,46;5.180,70
24/04/2012;-0,08%;-0,05%;5.188,66;5.184,20;5.182,44
25/04/2012;-0,08%;-0,05%;5.190,40;5.185,94;5.184,18
26/04/2012;-0,08%;-0,05%;5.192,14;5.187,69;5.185,93
27/04/2012;-0,08%;-0,05%;5.193,89;5.189,43;5.187,67
30/04/2012;-0,08%;-0,05%;5.195,62;5.191,18;5.189,41
02/05/2012;-0,08%;-0,05%;5.197,36;5.192,93;5.191,16
03/05/2012;-0,08%;-0,05%;5.199,11;5.194,68;5.192,91
04/05/2012;-0,08%;-0,05%;5.200,85;5.196,43;5.194,66
07/05/2012;-0,08%;-0,05%;5.202,60;5.198,17;5.196,41
08/05/2012;-0,08%;-0,05%;5.204,34;5.199,92;5.198,15
09/05/2012;-0,08%;-0,05%;5.206,08;5.201,67;5.199,90
10/05/2012;-0,08%;-0,05%;5.207,83;5.203,42;5.201,65
11/05/2012;-0,08%;-0,05%;5.209,57;5.205,17;5.203,40
14/05/2012;-0,08%;-0,05%;5.211,32;5.206,92;5.205,15
15/05/2012;-0,08%;-0,05%;5.213,07;5.208,67;5.206,90
16/05/2012;-0,08%;-0,05%;5.214,81;5.210,42;5.208,65
17/05/2012;-0,08%;-0,05%;5.216,56;5.212,17;5.210,40
18/05/2012;-0,08%;-0,05%;5.218,30;5.213,92;5.212,15
21/05/2012;-0,08%;-0,05%;5.220,05;5.215,68;5.213,90
22/05/2012;-0,08%;-0,05%;5.221,80;5.217,43;5.215,66
23/05/2012;-0,08%;-0,05%;5.223,54;5.219,18;5.217,41
24/05/2012;-0,08%;-0,05%;5.225,29;5.220,94;5.219,16
25/05/2012;-0,08%;-0,05%;5.227,05;5.222,69;5.220,92
28/05/2012;-0,08%;-0,05%;5.228,80;5.224,45;5.222,67
29/05/2012;-0,08%;-0,05%;5.230,55;5.226,20;5.224,42
30/05/2012;-0,08%;-0,05%;5.232,30;5.227,96;5.226,18
31/05/2012;-0,08%;-0,05%;5.233,95;5.229,62;5.227,93
01/06/2012;-0,08%;-0,05%;5.235,61;5.231,28;5.229,60
04/06/2012;-0,08%;-0,05%;5.237,27;5.232,94;5.231,26
05/06/2012;-0,08%;-0,05%;5.238,93;5.234,60;5.232,92
06/06/2012;-0,08%;-0,05%;5.240,59;5.236,27;5.234,58
