Vencimento;18/03/2009;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2008;-0,02%;0,00%;3.317,09;3.316,29;3.314,89
03/01/2008;-0,02%;0,00%;3.318,48;3.317,69;3.316,28
04/01/2008;-0,02%;0,00%;3.319,88;3.319,08;3.317,68
07/01/2008;-0,02%;0,00%;3.321,27;3.320,48;3.319,07
08/01/2008;-0,03%;0,00%;3.323,06;3.321,87;3.320,47
09/01/2008;-0,03%;0,00%;3.324,45;3.323,27;3.321,87
10/01/2008;-0,03%;0,00%;3.325,85;3.324,67;3.323,26
11/01/2008;-0,04%;0,00%;3.327,63;3.326,07;3.324,66
14/01/2008;-0,04%;0,00%;3.329,03;3.327,47;3.326,06
15/01/2008;-0,04%;0,00%;3.330,42;3.328,87;3.327,46
16/01/2008;-0,04%;0,00%;3.331,82;3.330,27;3.328,86
17/01/2008;-0,04%;0,00%;3.333,22;3.331,67;3.330,26
18/01/2008;-0,04%;0,00%;3.334,61;3.333,07;3.331,66
21/01/2008;-0,04%;0,00%;3.336,01;3.334,47;3.333,06
22/01/2008;-0,04%;0,00%;3.337,41;3.335,87;3.334,46
23/01/2008;-0,04%;0,00%;3.338,80;3.337,28;3.335,86
24/01/2008;-0,05%;0,00%;3.340,59;3.338,68;3.337,27
25/01/2008;-0,05%;0,00%;3.341,98;3.340,08;3.338,67
28/01/2008;-0,05%;0,00%;3.343,38;3.341,49;3.340,07
29/01/2008;-0,05%;-0,03%;3.344,78;3.344,03;3.342,62
30/01/2008;-0,04%;-0,02%;3.345,80;3.345,05;3.343,64
31/01/2008;-0,05%;-0,03%;3.347,58;3.346,83;3.345,42
01/02/2008;-0,05%;-0,03%;3.348,98;3.348,24;3.346,83
06/02/2008;-0,04%;-0,02%;3.350,02;3.349,27;3.347,85
07/02/2008;-0,04%;-0,02%;3.351,42;3.350,67;3.349,26
08/02/2008;-0,04%;-0,02%;3.352,82;3.352,08;3.350,67
11/02/2008;-0,04%;-0,02%;3.354,23;3.353,49;3.352,07
12/02/2008;-0,05%;-0,03%;3.356,00;3.355,26;3.353,85
13/02/2008;-0,05%;-0,03%;3.357,41;3.356,67;3.355,25
14/02/2008;-0,05%;-0,03%;3.358,81;3.358,08;3.356,66
15/02/2008;-0,05%;-0,03%;3.360,22;3.359,49;3.358,07
18/02/2008;-0,05%;-0,03%;3.361,62;3.360,90;3.359,48
19/02/2008;-0,05%;-0,03%;3.363,03;3.362,30;3.360,89
20/02/2008;-0,05%;-0,03%;3.364,44;3.363,72;3.362,30
21/02/2008;-0,05%;-0,03%;3.365,85;3.365,13;3.363,71
22/02/2008;-0,05%;-0,03%;3.367,26;3.366,54;3.365,12
25/02/2008;-0,05%;-0,03%;3.368,67;3.367,95;3.366,53
26/02/2008;-0,05%;-0,03%;3.370,08;3.369,36;3.367,94
27/02/2008;-0,05%;-0,03%;3.371,49;3.370,78;3.369,35
28/02/2008;-0,05%;-0,03%;3.372,90;3.372,19;3.370,77
29/02/2008;-0,05%;-0,03%;3.374,31;3.373,61;3.372,18
03/03/2008;-0,05%;-0,03%;3.375,73;3.375,02;3.373,60
04/03/2008;-0,05%;-0,03%;3.377,14;3.376,44;3.375,01
05/03/2008;-0,05%;-0,03%;3.378,55;3.377,85;3.376,43
06/03/2008;-0,05%;-0,03%;3.379,97;3.379,27;3.377,84
07/03/2008;-0,05%;-0,03%;3.381,38;3.380,69;3.379,26
10/03/2008;-0,05%;-0,03%;3.382,80;3.382,10;3.380,68
11/03/2008;-0,05%;-0,03%;3.384,21;3.383,52;3.382,10
12/03/2008;-0,06%;-0,04%;3.385,97;3.385,29;3.383,86
13/03/2008;-0,06%;-0,04%;3.387,39;3.386,70;3.385,28
14/03/2008;-0,06%;-0,04%;3.388,81;3.388,12;3.386,69
17/03/2008;-0,06%;-0,04%;3.390,22;3.389,54;3.388,12
18/03/2008;-0,06%;-0,05%;3.391,64;3.391,30;3.389,88
19/03/2008;-0,06%;-0,05%;3.393,06;3.392,72;3.391,29
20/03/2008;-0,06%;-0,05%;3.394,48;3.394,14;3392,71
24/03/2008;-0,06%;-0,05%;3.395,90;3.395,56;3394,13
25/03/2008;-0,06%;-0,05%;3.397,32;3.396,99;3395,56
26/03/2008;-0,06%;-0,05%;3.398,74;3.398,41;3396,98
27/03/2008;-0,06%;-0,05%;3.400,16;3.399,83;3398,4
28/03/2008;-0,06%;-0,05%;3.401,58;3.401,25;3399,82
31/03/2008;-0,06%;-0,05%;3.403,01;3.402,68;3401,24
01/04/2008;-0,06%;-0,05%;3.404,43;3.404,10;3402,67
02/04/2008;-0,06%;-0,05%;3.405,85;3.405,53;3404,09
03/04/2008;-0,06%;-0,05%;3.407,27;3.406,95;3405,51
04/04/2008;-0,06%;-0,05%;3.408,70;3.408,37;3406,94
