Vencimento;07/03/2015;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Base 9:00
04/01/2010;;;;;
05/01/2010;;;;;
06/01/2010;;;;;
07/01/2010;;;;;
08/01/2010;;;;;
11/01/2010;;;;;
12/01/2010;;;;;
13/01/2010;;;;;
14/01/2010;;;;;
15/01/2010;;;;;
18/01/2010;;;;;
19/01/2010;;;;;
20/01/2010;;;;;
21/01/2010;;;;;
22/01/2010;;;;;
25/01/2010;;;;;
26/01/2010;;;;;
27/01/2010;;;;;
28/01/2010;;;;;
29/01/2010;;;;;
01/02/2010;;;;;
02/02/2010;;;;;
03/02/2010;;;;;
04/02/2010;;;;;
05/02/2010;;;;;
08/02/2010;;;;;
09/02/2010;;;;;
10/02/2010;;;;;
11/02/2010;;;;;
12/02/2010;;;;;
17/02/2010;;;;;
18/02/2010;;;;;
19/02/2010;;;;;
22/02/2010;;;;;
23/02/2010;;;;;
24/02/2010;;;;;
25/02/2010;;;;;
26/02/2010;;;;;
01/03/2010;;;;;
02/03/2010;;;;;
03/03/2010;;;;;
04/03/2010;;;;;
05/03/2010;;;;;
08/03/2010;;;;;
09/03/2010;;;;;
10/03/2010;0,00%;0,04%;4.161,44;4.153,14;4.151,75
11/03/2010;0,00%;0,04%;4.162,81;4.154,51;4.153,13
12/03/2010;0,00%;0,04%;4.164,18;4.155,89;4.154,50
15/03/2010;0,00%;0,04%;4.165,55;4.157,26;4.155,88
16/03/2010;0,00%;0,04%;4.166,92;4.158,64;4.157,25
17/03/2010;0,00%;0,04%;4.168,29;4.160,02;4.158,63
18/03/2010;0,00%;0,04%;4.169,66;4.161,39;4.160,00
19/03/2010;0,00%;0,04%;4.171,04;4.162,77;4.161,38
22/03/2010;0,00%;0,04%;4.172,41;4.164,15;4.162,76
23/03/2010;0,00%;0,04%;4.173,78;4.165,52;4164,13
24/03/2010;0,00%;0,04%;4.175,16;4.166,90;4165,51
25/03/2010;0,00%;0,04%;4.176,53;4.168,28;4166,89
26/03/2010;0,00%;0,04%;4.177,91;4.169,66;4168,27
