Vencimento;18/01/2006;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00
02/01/2002;;;;
03/01/2002;;;;
04/01/2002;;;;
07/01/2002;0,32%;0,36%;1.252,96;1.250,94
08/01/2002;0,31%;0,35%;1.254,34;1.252,33
09/01/2002;0,31%;0,35%;1.255,23;1.253,21
10/01/2002;0,32%;0,36%;1.255,61;1.253,60
11/01/2002;0,32%;0,36%;1.256,49;1.254,48
14/01/2002;0,32%;0,36%;1.257,38;1.255,37
15/01/2002;0,32%;0,36%;1.258,27;1.256,25
16/01/2002;0,32%;0,36%;1.259,15;1.257,14
17/01/2002;0,32%;0,36%;1.260,04;1.258,03
18/01/2002;0,32%;0,36%;1.260,93;1.258,92
21/01/2002;0,32%;0,36%;1.261,82;1.259,81
22/01/2002;0,32%;0,36%;1.262,71;1.260,70
23/01/2002;0,32%;0,36%;1.263,60;1.261,59
24/01/2002;0,32%;0,36%;1.264,49;1.262,48
25/01/2002;0,32%;0,36%;1.265,38;1.263,37
28/01/2002;0,32%;0,36%;1.266,27;1.264,27
29/01/2002;0,32%;0,36%;1.267,16;1.265,16
30/01/2002;0,32%;0,36%;1.268,06;1.266,05
31/01/2002;0,32%;0,36%;1.268,95;1.266,95
01/02/2002;0,32%;0,36%;1.269,84;1.267,84
04/02/2002;0,32%;0,36%;1.270,74;1.268,74
05/02/2002;0,34%;0,38%;1.270,63;1.268,63
06/02/2002;0,36%;0,40%;1.270,53;1.268,53
07/02/2002;0,37%;0,41%;1.270,93;1.268,93
08/02/2002;0,37%;0,41%;1.271,83;1.269,83
13/02/2002;0,38%;0,42%;1.272,23;1.270,23
14/02/2002;0,38%;0,42%;1.273,13;1.271,13
15/02/2002;0,39%;0,43%;1.273,53;1.271,54
18/02/2002;0,39%;0,43%;1.274,43;1.272,44
19/02/2002;0,39%;0,43%;1.275,33;1.273,34
20/02/2002;0,40%;0,44%;1.275,74;1.273,75
21/02/2002;0,40%;0,44%;1.276,63;1.274,64
22/02/2002;0,41%;0,45%;1.277,02;1.275,04
25/02/2002;0,41%;0,45%;1.277,92;1.275,93
26/02/2002;0,41%;0,45%;1.278,81;1.276,83
27/02/2002;0,41%;0,45%;1.279,71;1.277,72
28/02/2002;0,40%;0,44%;1.281,10;1.279,12
01/03/2002;0,41%;0,45%;1.281,50;1.279,52
04/03/2002;0,40%;0,44%;1.282,89;1.280,91
05/03/2002;0,40%;0,44%;1.283,79;1.281,81
06/03/2002;0,46%;0,50%;1.281,72;1.279,74
07/03/2002;0,45%;0,49%;1.283,11;1.281,14
08/03/2002;0,45%;0,49%;1.284,01;1.282,04
11/03/2002;0,45%;0,49%;1.284,91;1.282,94
12/03/2002;0,46%;0,50%;1.285,32;1.283,35
13/03/2002;0,41%;0,45%;1.288,70;1.286,72
14/03/2002;0,40%;0,44%;1.290,09;1.288,11
15/03/2002;0,40%;0,44%;1.291,00;1.289,02
18/03/2002;0,40%;0,44%;1.291,90;1.289,92
19/03/2002;0,39%;0,43%;1.293,30;1.291,32
20/03/2002;0,39%;0,43%;1.294,20;1.292,22
21/03/2002;0,39%;0,43%;1.295,10;1.293,12
22/03/2002;0,39%;0,43%;1.295,99;1.294,02
25/03/2002;0,39%;0,43%;1.296,89;1.294,91
26/03/2002;0,39%;0,43%;1.297,78;1.295,81
27/03/2002;0,39%;0,43%;1.298,68;1.296,70
28/03/2002;0,40%;0,44%;1.299,08;1.297,11
01/04/2002;0,42%;0,46%;1.298,99;1.297,02
02/04/2002;0,42%;0,46%;1.299,89;1.297,92
03/04/2002;0,42%;0,46%;1.300,78;1.298,81
04/04/2002;0,42%;0,46%;1.301,68;1.299,71
05/04/2002;0,44%;0,48%;1.301,59;1.299,62
08/04/2002;0,44%;0,48%;1.302,48;1.300,52
09/04/2002;0,58%;0,62%;1.296,52;1.294,57
10/04/2002;0,58%;0,62%;1.297,42;1.295,47
11/04/2002;0,58%;0,62%;1.298,32;1.296,37
12/04/2002;0,59%;0,63%;1.298,73;1.296,79
15/04/2002;0,60%;0,64%;1.299,15;1.297,20
16/04/2002;0,60%;0,64%;1.300,05;1.298,10
17/04/2002;0,59%;0,63%;1.301,44;1.299,49
18/04/2002;0,59%;0,63%;1.302,34;1.300,40
19/04/2002;0,59%;0,63%;1.303,25;1.301,30
22/04/2002;0,58%;0,62%;1.304,64;1.302,69
23/04/2002;0,59%;0,63%;1.305,05;1.303,11
24/04/2002;0,59%;0,63%;1.305,96;1.304,01
25/04/2002;0,60%;0,64%;1.306,37;1.304,43
26/04/2002;0,60%;0,64%;1.307,28;1.305,34
29/04/2002;0,59%;0,63%;1.308,67;1.306,73
30/04/2002;0,66%;0,70%;1.306,18;1.304,25
02/05/2002;0,70%;0,74%;1.305,15;1.303,22
03/05/2002;0,78%;0,82%;1.302,21;1.300,29
06/05/2002;0,84%;0,88%;1.300,24;1.298,33
07/05/2002;0,89%;0,93%;1.298,76;1.296,85
08/05/2002;0,72%;0,76%;1.307,82;1.305,90
09/05/2002;0,78%;0,82%;1.305,85;1.303,93
10/05/2002;0,77%;0,81%;1.307,24;1.305,32
13/05/2002;0,78%;0,82%;1.307,68;1.305,76
14/05/2002;0,92%;0,96%;1.301,91;1.300,00
15/05/2002;0,98%;1,02%;1.299,98;1.298,08
16/05/2002;0,98%;1,02%;1.301,77;1.299,88
17/05/2002;0,99%;1,03%;1.301,35;1.299,45
20/05/2002;0,98%;1,02%;1.302,75;1.300,85
21/05/2002;0,98%;1,02%;1.303,67;1.301,78
22/05/2002;0,98%;1,02%;1.304,59;1.302,70
23/05/2002;0,98%;1,02%;1.305,52;1.303,63
24/05/2002;1,01%;1,05%;1.305,03;1.303,14
27/05/2002;1,03%;1,07%;1.305,01;1.303,12
28/05/2002;1,07%;1,11%;1.304,05;1.302,17
29/05/2002;1,10%;1,14%;1.303,57;1.301,69
31/05/2002;1,47%;1,51%;1.287,25;1.285,41
03/06/2002;1,51%;1,55%;1.286,33;1.284,49
04/06/2002;1,51%;1,55%;1.287,23;1.285,38
05/06/2002;1,56%;1,60%;1.285,75;1.283,92
06/06/2002;1,55%;1,59%;1.287,09;1.285,25
07/06/2002;1,56%;1,60%;1.287,55;1.285,72
10/06/2002;1,57%;1,61%;1.288,03;1.286,20
11/06/2002;1,57%;1,61%;1.288,97;1.287,14
12/06/2002;1,59%;1,63%;1.288,99;1.287,16
13/06/2002;1,58%;1,62%;1.290,39;1.288,56
14/06/2002;1,65%;1,69%;1.288,13;1.286,31
