Vencimento;01/03/2023;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2018;0,00%;0,04%;9.288,40;9.269,33;9.266,83
03/01/2018;0,00%;0,04%;9.290,86;9.271,80;9.269,29
04/01/2018;0,00%;0,04%;9.293,32;9.274,27;9.271,76
05/01/2018;0,00%;0,04%;9.295,78;9.276,74;9.274,24
08/01/2018;0,00%;0,04%;9.298,25;9.279,21;9.276,70
09/01/2018;0,00%;0,04%;9.300,71;9.281,68;9.279,18
10/01/2018;0,00%;0,04%;9.303,17;9.284,16;9.281,64
11/01/2018;0,00%;0,04%;9.305,64;9.286,63;9.284,12
12/01/2018;0,00%;0,04%;9.308,10;9.289,10;9.286,60
15/01/2018;0,00%;0,04%;9.310,56;9.291,58;9.289,07
16/01/2018;0,00%;0,04%;9.313,03;9.294,05;9.291,55
17/01/2018;0,00%;0,04%;9.315,50;9.296,53;9.294,02
18/01/2018;0,00%;0,04%;9.317,96;9.299,00;9.296,50
19/01/2018;0,00%;0,04%;9.320,43;9.301,48;9.298,97
22/01/2018;0,00%;0,04%;9.322,90;9.303,96;9.301,45
23/01/2018;0,00%;0,04%;9.325,37;9.306,44;9.303,93
24/01/2018;0,00%;0,04%;9.330,34;9.311,43;9.306,40
26/01/2018;0,00%;0,04%;9.332,78;9.313,88;9.311,36
29/01/2018;0,00%;0,04%;9.335,25;9.316,36;9.313,84
30/01/2018;0,00%;0,04%;9.337,72;9.318,84;9.316,33
31/01/2018;0,00%;0,04%;9.340,19;9.321,33;9.318,81
01/02/2018;0,00%;0,04%;9.345,18;9.326,33;9.321,29
05/02/2018;0,00%;0,04%;9.347,62;9.328,77;9.326,26
06/02/2018;0,00%;0,04%;9.350,09;9.331,26;9.328,74
07/02/2018;0,00%;0,04%;9.352,57;9.333,75;9.331,23
08/02/2018;0,00%;0,04%;9.354,96;9.336,14;9.333,72
09/02/2018;0,00%;0,04%;9.357,35;9.338,55;9.336,11
14/02/2018;0,00%;0,04%;9.359,74;9.340,94;9.338,51
15/02/2018;0,00%;0,04%;9.362,13;9.343,35;9.340,91
16/02/2018;0,01%;0,05%;9.359,82;9.341,06;9.338,62
19/02/2018;0,01%;0,05%;9.362,21;9.343,47;9.341,03
20/02/2018;0,01%;0,05%;9.364,61;9.345,88;9.343,43
21/02/2018;0,01%;0,05%;9.367,01;9.348,28;9.345,84
22/02/2018;0,01%;0,05%;9.369,41;9.350,69;9.348,25
23/02/2018;0,01%;0,05%;9.371,80;9.353,10;9.350,66
26/02/2018;0,01%;0,05%;9.374,20;9.355,51;9.353,06
27/02/2018;0,01%;0,05%;9.376,60;9.357,92;9.355,47
28/02/2018;0,01%;0,05%;9.379,00;9.360,33;9.357,88
01/03/2018;0,01%;0,05%;9.381,41;9.362,74;9.360,29
02/03/2018;0,01%;0,05%;9.383,80;9.365,15;9.362,70
05/03/2018;0,01%;0,05%;9.386,20;9.367,56;9.365,11
06/03/2018;0,01%;0,05%;9.388,61;9.369,97;9.367,52
07/03/2018;0,01%;0,05%;9.391,01;9.372,38;9.369,94
08/03/2018;0,01%;0,05%;9.393,42;9.374,80;9.372,35
09/03/2018;0,01%;0,05%;9.395,82;9.377,21;9.374,76
12/03/2018;0,01%;0,05%;9.398,22;9.379,63;9.377,18
13/03/2018;0,01%;0,05%;9.400,63;9.382,04;9.379,59
14/03/2018;0,01%;0,05%;9.403,03;9.384,46;9.382,01
15/03/2018;0,01%;0,05%;9.405,44;9.386,88;9.384,42
16/03/2018;0,01%;0,05%;9.407,85;9.389,29;9.386,84
19/03/2018;0,01%;0,05%;9.410,25;9.391,71;9.389,26
20/03/2018;0,01%;0,05%;9.412,66;9.394,13;9.391,68
21/03/2018;0,01%;0,05%;9.415,07;9.396,55;9.394,09
22/03/2018;0,01%;0,05%;9.417,40;9.398,88;9.396,51
23/03/2018;0,01%;0,05%;9.419,71;9.401,21;9.398,85
26/03/2018;0,01%;0,05%;9.422,03;9.403,55;9.401,18
27/03/2018;0,01%;0,05%;9.424,36;9.405,88;9.403,51
28/03/2018;0,01%;0,05%;9.426,68;9.408,22;9.405,85
29/03/2018;0,01%;0,05%;9.429,01;9.410,55;9.408,18
02/04/2018;0,01%;0,05%;9.431,33;9.412,89;9.410,52
03/04/2018;0,01%;0,05%;9.433,66;9.415,22;9.412,85
04/04/2018;0,01%;0,05%;9.435,99;9.417,56;9.415,19
05/04/2018;0,01%;0,05%;9.438,31;9.419,90;9.417,53
06/04/2018;0,01%;0,05%;9.440,64;9.422,24;9.419,86
09/04/2018;0,01%;0,05%;9.442,97;9.424,57;9.422,20
10/04/2018;0,01%;0,05%;9.445,29;9.426,91;9.424,54
11/04/2018;0,01%;0,05%;9.447,63;9.429,25;9.426,88
12/04/2018;0,01%;0,05%;9.449,95;9.431,59;9.429,22
13/04/2018;0,01%;0,05%;9.452,29;9.433,94;9.431,56
16/04/2018;0,01%;0,05%;9.454,62;9.436,27;9.433,90
17/04/2018;0,01%;0,05%;9.456,95;9.438,61;9.436,23
18/04/2018;0,01%;0,05%;9.459,28;9.440,95;9.438,57
19/04/2018;0,01%;0,05%;9.461,61;9.443,30;9.440,92
20/04/2018;0,01%;0,05%;9.463,95;9.445,64;9.443,26
23/04/2018;0,01%;0,05%;9.466,28;9.447,98;9.445,60
24/04/2018;0,01%;0,05%;9.468,61;9.450,33;9.447,95
25/04/2018;0,01%;0,05%;9.470,95;9.452,67;9.450,29
26/04/2018;0,01%;0,05%;9.473,28;9.455,02;9.452,64
27/04/2018;0,01%;0,05%;9.475,62;9.457,37;9.454,99
30/04/2018;0,01%;0,05%;9.477,96;9.459,71;9.457,33
02/05/2018;0,01%;0,05%;9.480,29;9.462,06;9.459,68
03/05/2018;0,01%;0,05%;9.482,64;9.464,41;9.462,03
04/05/2018;0,01%;0,05%;9.484,97;9.466,76;9.464,38
07/05/2018;0,01%;0,05%;9.487,31;9.469,11;9.466,73
08/05/2018;0,01%;0,05%;9.489,65;9.471,46;9.469,07
09/05/2018;0,01%;0,05%;9.491,99;9.473,81;9.471,43
10/05/2018;0,01%;0,05%;9.494,33;9.476,16;9.473,78
11/05/2018;0,01%;0,05%;9.496,67;9.478,51;9.476,13
14/05/2018;0,01%;0,05%;9.499,01;9.480,87;9.478,48
15/05/2018;0,01%;0,05%;9.501,36;9.483,22;9.480,83
16/05/2018;0,01%;0,05%;9.503,70;9.485,57;9.483,19
17/05/2018;0,01%;0,05%;9.506,05;9.487,93;9.485,54
18/05/2018;0,01%;0,05%;9.508,39;9.490,28;9.487,89
21/05/2018;0,01%;0,05%;9.510,73;9.492,64;9.490,25
22/05/2018;0,01%;0,05%;9.513,08;9.495,00;9.492,60
23/05/2018;0,01%;0,05%;9.515,42;9.497,35;9.494,96
24/05/2018;0,01%;0,05%;9.517,77;9.499,71;9.497,32
25/05/2018;0,02%;0,06%;9.515,60;9.497,56;9.495,16
28/05/2018;0,02%;0,06%;9.517,95;9.499,92;9.497,53
29/05/2018;0,02%;0,06%;9.520,30;9.502,29;9.499,88
30/05/2018;0,02%;0,06%;9.522,65;9.504,65;9.502,25
01/06/2018;0,02%;0,06%;9.525,00;9.507,00;9.504,61
04/06/2018;0,02%;0,06%;9.527,36;9.509,37;9.506,97
05/06/2018;0,02%;0,06%;9.529,71;9.511,73;9.509,34
06/06/2018;0,02%;0,06%;9.532,06;9.514,09;9.511,70
07/06/2018;0,02%;0,06%;9.534,42;9.516,47;9.514,06
08/06/2018;0,02%;0,06%;9.536,77;9.518,83;9.516,43
11/06/2018;0,02%;0,06%;9.539,13;9.521,20;9.518,79
12/06/2018;0,02%;0,06%;9.541,49;9.523,56;9.521,16
13/06/2018;0,02%;0,06%;9.543,84;9.525,93;9.523,53
14/06/2018;0,02%;0,06%;9.546,20;9.528,30;9.525,89
15/06/2018;0,02%;0,06%;9.548,56;9.530,67;9.528,27
18/06/2018;0,02%;0,06%;9.550,92;9.533,03;9.530,63
19/06/2018;0,02%;0,06%;9.553,28;9.535,41;9.533,00
20/06/2018;0,02%;0,06%;9.555,63;9.537,77;9.535,37
21/06/2018;0,02%;0,06%;9.557,99;9.540,15;9.537,74
22/06/2018;0,02%;0,06%;9.560,36;9.542,52;9.540,12
25/06/2018;0,02%;0,06%;9.562,72;9.544,89;9.542,48
26/06/2018;0,02%;0,06%;9.565,07;9.547,27;9.544,85
27/06/2018;0,02%;0,06%;9.567,44;9.549,64;9.547,23
28/06/2018;0,02%;0,06%;9.569,80;9.552,01;9.549,60
29/06/2018;0,02%;0,06%;9.572,17;9.554,39;9.551,97
02/07/2018;0,02%;0,06%;9.574,54;9.556,76;9.554,35
03/07/2018;0,02%;0,06%;9.576,89;9.559,13;9.556,72
04/07/2018;0,02%;0,06%;9.579,26;9.561,51;9.559,09
05/07/2018;0,02%;0,06%;9.581,63;9.563,89;9.561,48
06/07/2018;0,02%;0,06%;9.586,40;9.568,68;9.563,85
10/07/2018;0,02%;0,06%;9.588,73;9.571,02;9.568,61
11/07/2018;0,02%;0,06%;9.591,10;9.573,40;9.570,98
12/07/2018;0,02%;0,06%;9.593,47;9.575,78;9.573,37
13/07/2018;0,02%;0,06%;9.595,84;9.578,16;9.575,74
16/07/2018;0,02%;0,06%;9.598,21;9.580,54;9.578,12
17/07/2018;0,02%;0,06%;9.600,57;9.582,92;9.580,51
18/07/2018;0,02%;0,06%;9.602,95;9.585,31;9.582,89
19/07/2018;0,02%;0,06%;9.605,32;9.587,69;9.585,27
20/07/2018;0,02%;0,06%;9.607,70;9.590,07;9.587,65
23/07/2018;0,02%;0,06%;9.610,07;9.592,46;9.590,03
24/07/2018;0,02%;0,06%;9.612,44;9.594,84;9.592,42
25/07/2018;0,02%;0,06%;9.614,81;9.597,22;9.594,80
26/07/2018;0,02%;0,06%;9.617,19;9.599,61;9.597,18
27/07/2018;0,02%;0,06%;9.619,57;9.602,00;9.599,58
30/07/2018;0,02%;0,06%;9.621,94;9.604,39;9.601,96
31/07/2018;0,02%;0,06%;9.624,31;9.606,77;9.604,35
01/08/2018;0,02%;0,06%;9.626,69;9.609,16;9.606,74
02/08/2018;0,02%;0,06%;9.629,07;9.611,55;9.609,12
03/08/2018;0,02%;0,06%;9.631,45;9.613,94;9.611,52
06/08/2018;0,02%;0,06%;9.633,82;9.616,32;9.613,90
