Vencimento;01/01/2017;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2014;12,41%;12,47%;705,00;703,87;703,55
03/01/2014;12,48%;12,54%;704,01;702,90;702,57
06/01/2014;12,43%;12,49%;705,28;704,16;703,83
07/01/2014;12,44%;12,50%;705,42;704,30;703,97
08/01/2014;12,35%;12,41%;707,43;706,31;705,98
09/01/2014;12,44%;12,50%;706,08;704,96;704,63
10/01/2014;12,47%;12,53%;705,85;704,73;704,40
13/01/2014;12,36%;12,42%;708,22;707,10;706,78
14/01/2014;12,38%;12,44%;708,18;707,06;706,73
15/01/2014;12,50%;12,56%;706,28;705,17;704,84
16/01/2014;12,45%;12,51%;707,53;706,42;706,09
17/01/2014;12,50%;12,56%;706,94;705,83;705,50
20/01/2014;12,40%;12,46%;709,12;708,01;707,68
21/01/2014;12,52%;12,58%;707,23;706,12;705,79
22/01/2014;12,62%;12,68%;705,72;704,62;704,28
23/01/2014;12,61%;12,67%;706,24;705,14;704,80
24/01/2014;12,87%;12,93%;701,82;700,73;700,39
27/01/2014;12,73%;12,79%;704,71;703,61;703,28
28/01/2014;12,85%;12,91%;702,86;701,77;701,43
29/01/2014;12,94%;13,00%;701,56;700,48;700,14
30/01/2014;12,96%;13,02%;701,54;700,46;700,12
31/01/2014;13,05%;13,11%;700,26;699,18;698,84
03/02/2014;13,03%;13,09%;700,96;699,88;699,54
04/02/2014;13,18%;13,24%;698,61;697,54;697,20
05/02/2014;13,02%;13,08%;701,82;700,74;700,40
06/02/2014;12,86%;12,92%;705,04;703,96;703,62
07/02/2014;12,83%;12,89%;705,92;704,84;704,50
10/02/2014;12,75%;12,81%;707,70;706,62;706,28
11/02/2014;12,79%;12,85%;707,32;706,24;705,90
12/02/2014;12,87%;12,93%;706,22;705,14;704,80
13/02/2014;12,94%;13,00%;705,30;704,23;703,88
14/02/2014;12,86%;12,92%;707,08;706,00;705,66
17/02/2014;12,79%;12,85%;708,67;707,59;707,25
18/02/2014;12,68%;12,74%;710,99;709,91;709,57
19/02/2014;12,59%;12,65%;712,95;711,87;711,53
20/02/2014;12,61%;12,67%;712,92;711,84;711,51
21/02/2014;12,43%;12,49%;716,51;715,43;715,09
24/02/2014;12,32%;12,38%;718,84;717,75;717,42
25/02/2014;12,26%;12,32%;720,27;719,18;718,84
26/02/2014;12,18%;12,24%;722,05;720,96;720,63
27/02/2014;12,19%;12,25%;722,20;721,11;720,78
28/02/2014;12,13%;12,19%;723,62;722,53;722,20
05/03/2014;12,34%;12,40%;720,14;719,06;718,72
06/03/2014;12,36%;12,42%;720,11;719,03;718,70
07/03/2014;12,46%;12,52%;718,64;717,57;717,23
10/03/2014;12,63%;12,69%;715,93;714,86;714,53
11/03/2014;12,68%;12,74%;715,38;714,31;713,97
12/03/2014;12,63%;12,69%;716,61;715,54;715,20
13/03/2014;12,54%;12,60%;718,55;717,48;717,15
14/03/2014;12,58%;12,64%;718,18;717,11;716,77
17/03/2014;12,63%;12,69%;717,63;716,56;716,22
18/03/2014;12,65%;12,71%;717,61;716,55;716,21
19/03/2014;12,74%;12,80%;716,36;715,30;714,96
20/03/2014;12,87%;12,93%;714,41;713,35;713,01
21/03/2014;12,90%;12,96%;714,22;713,17;712,83
24/03/2014;12,79%;12,85%;716,50;715,44;715,10
25/03/2014;12,68%;12,74%;718,78;717,72;717,38
26/03/2014;12,57%;12,63%;721,06;720,00;719,66
27/03/2014;12,49%;12,55%;722,82;721,75;721,42
28/03/2014;12,33%;12,39%;725,99;724,93;724,59
31/03/2014;12,49%;12,55%;723,49;722,43;722,09
01/04/2014;12,53%;12,59%;723,12;722,07;721,73
02/04/2014;12,59%;12,65%;722,41;721,35;721,01
03/04/2014;12,54%;12,60%;723,63;722,57;722,23
04/04/2014;12,52%;12,58%;724,32;723,26;722,92
07/04/2014;12,42%;12,48%;726,42;725,36;725,02
08/04/2014;12,37%;12,43%;727,64;726,58;726,24
09/04/2014;12,24%;12,30%;730,27;729,21;728,87
10/04/2014;12,32%;12,38%;729,19;728,13;727,80
11/04/2014;12,38%;12,44%;728,47;727,42;727,08
14/04/2014;12,45%;12,51%;727,58;726,53;726,19
15/04/2014;12,54%;12,60%;726,34;725,30;724,96
16/04/2014;12,53%;12,59%;726,86;725,81;725,47
17/04/2014;12,52%;12,58%;727,37;726,33;725,99
22/04/2014;12,41%;12,47%;729,64;728,59;728,25
23/04/2014;12,42%;12,48%;729,80;728,75;728,41
24/04/2014;12,28%;12,34%;732,59;731,54;731,20
25/04/2014;12,25%;12,31%;733,45;732,40;732,06
28/04/2014;12,25%;12,31%;733,79;732,74;732,40
29/04/2014;12,26%;12,32%;733,95;732,90;732,56
30/04/2014;12,34%;12,40%;732,89;731,84;731,50
02/05/2014;12,32%;12,38%;733,58;732,53;732,19
