Vencimento;01/01/2011;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2008;;;;;
03/01/2008;;;;;
04/01/2008;;;;;
07/01/2008;;;;;
08/01/2008;;;;;
09/01/2008;;;;;
10/01/2008;;;;;
11/01/2008;;;;;
14/01/2008;;;;;
15/01/2008;;;;;
16/01/2008;;;;;
17/01/2008;;;;;
18/01/2008;;;;;
21/01/2008;;;;;
22/01/2008;;;;;
23/01/2008;;;;;
24/01/2008;;;;;
25/01/2008;;;;;
28/01/2008;;;;;
29/01/2008;;;;;
30/01/2008;;;;;
31/01/2008;;;;;
01/02/2008;;;;;
06/02/2008;;;;;
07/02/2008;;;;;
08/02/2008;;;;;
11/02/2008;;;;;
12/02/2008;;;;;
13/02/2008;;;;;
14/02/2008;;;;;
15/02/2008;;;;;
18/02/2008;;;;;
19/02/2008;;;;;
20/02/2008;;;;;
21/02/2008;;;;;
22/02/2008;;;;;
25/02/2008;;;;;
26/02/2008;;;;;
27/02/2008;;;;;
28/02/2008;;;;;
29/02/2008;;;;;
03/03/2008;;;;;
04/03/2008;;;;;
05/03/2008;;;;;
06/03/2008;;;;;
07/03/2008;;;;;
10/03/2008;;;;;
11/03/2008;;;;;
12/03/2008;;;;;
13/03/2008;;;;;
14/03/2008;;;;;
17/03/2008;;;;;
18/03/2008;;;;;
19/03/2008;;;;;
20/03/2008;;;;;
24/03/2008;;;;;
25/03/2008;;;;;
26/03/2008;;;;;
27/03/2008;;;;;
28/03/2008;;;;;
31/03/2008;;;;;
01/04/2008;;;;;
02/04/2008;;;;;
03/04/2008;;;;;
04/04/2008;;;;;
07/04/2008;;;;;
08/04/2008;;;;;
09/04/2008;;;;;
10/04/2008;;;;;
11/04/2008;;;;;
14/04/2008;;;;;
15/04/2008;;;;;
16/04/2008;;;;;
17/04/2008;;;;;
18/04/2008;;;;;
22/04/2008;;;;;
23/04/2008;;;;;
24/04/2008;;;;;
25/04/2008;;;;;
28/04/2008;;;;;
29/04/2008;;;;;
30/04/2008;;;;;
02/05/2008;;;;;
05/05/2008;;;;;
06/05/2008;;;;;
07/05/2008;;;;;
08/05/2008;;;;;
09/05/2008;;;;;
12/05/2008;;;;;
13/05/2008;;;;;
14/05/2008;;;;;
15/05/2008;;;;;
16/05/2008;;;;;
19/05/2008;;;;;
20/05/2008;;;;;
21/05/2008;;;;;
23/05/2008;;;;;
26/05/2008;;;;;
27/05/2008;;;;;
28/05/2008;;;;;
29/05/2008;;;;;
30/05/2008;;;;;
02/06/2008;;;;;
03/06/2008;;;;;
04/06/2008;;;;;
05/06/2008;;;;;
06/06/2008;;;;;
09/06/2008;;;;;
10/06/2008;;;;;
11/06/2008;;;;;
12/06/2008;;;;;
13/06/2008;;;;;
16/06/2008;;;;;
18/06/2008;;;;;
25/06/2008;;;;;
30/06/2008;;;;;
01/07/2008;;;;;
02/07/2008;;;;;
03/07/2008;;;;;
04/07/2008;;;;;
07/07/2008;;;;;
08/07/2008;;;;;
09/07/2008;;;;;
10/07/2008;;;;;
11/07/2008;;;;;
14/07/2008;;;;;
